Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
95,76,72,63,61,60,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,76,73,64,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,76,73,64,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,95,95,95,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,95,95,95,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,96,96,93,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,96,93,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,96,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,96,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,96,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,,83,,73,,64,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,,80,,77,,71,69,68,64,64,,,,,,,,,,,,,,,,,,,,,,
67,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,96,93,93,92,88,88,86,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,96,93,93,92,88,88,77,,,,,,,,,,,,,,,,,,,,,,,,,
69,66,61,61,61,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,66,61,61,61,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,93,93,92,88,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,93,88,85,84,76,76,70,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,93,88,85,84,76,76,70,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,92,90,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,92,90,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,91,87,87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,92,92,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,92,92,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,83,83,77,70,68,67,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,76,75,71,69,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,84,84,79,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,84,84,79,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,81,80,73,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,81,80,73,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,96,93,86,85,74,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,96,93,86,85,74,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,98,98,98,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,88,86,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,98,98,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,75,,72,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,,82,77,77,76,74,74,74,72,72,71,69,69,69,69,,,,,,,,,,,,,,,,,
98,96,93,91,88,82,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,69,,53,,53,,57,,,,,,,,,,,,,,,,,,,,,,,,,
84,,69,,53,,53,,57,,,,,,,,,,,,,,,,,,,,,,,,,
84,,69,,53,,53,,57,,,,,,,,,,,,,,,,,,,,,,,,,
87,,74,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,74,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,66,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,66,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,66,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,86,79,74,73,72,69,68,,,,,,,,,,,,,,,,,,,,,,,,
,94,,86,79,74,73,72,69,68,,,,,,,,,,,,,,,,,,,,,,,,
,94,,86,79,74,73,72,69,68,,,,,,,,,,,,,,,,,,,,,,,,
,96,,90,83,83,80,80,77,68,,,,,,,,,,,,,,,,,,,,,,,,
,94,,82,80,77,70,66,66,60,,,,,,,,,,,,,,,,,,,,,,,,
,94,,82,80,77,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,90,84,83,79,79,75,70,66,65,,,,,,,,,,,,,,,,,,,,,,
99,93,91,87,87,80,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,91,87,87,80,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,91,87,87,80,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,
79,75,70,66,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,93,86,86,83,81,73,72,70,66,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,94,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,94,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,90,90,83,83,81,72,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,90,90,83,83,81,72,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,90,90,83,72,69,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,86,,79,,69,,65,65,64,62,,,,,,,,,,,,,,,,,,,,,,
97,,86,,79,,69,,65,65,64,62,60,53,49,,,,,,,,,,,,,,,,,,,
,97,,95,,77,,73,70,70,70,68,65,65,63,,,,,,,,,,,,,,,,,,,
,97,,95,,77,,73,70,70,70,68,65,65,63,,,,,,,,,,,,,,,,,,,
,86,,79,,71,,71,68,68,68,,,,,,,,,,,,,,,,,,,,,,,
,86,,79,,71,,71,68,68,68,68,68,68,,,,,,,,,,,,,,,,,,,,
68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,85,81,74,73,69,66,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,85,81,74,73,69,66,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,94,94,94,85,85,77,77,,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,88,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,93,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,91,,95,,84,,73,,63,63,,,,,,,,,,,,,,,,,,,,,,
,93,89,,91,,80,,71,,65,,,,,,,,,,,,,,,,,,,,,,,
,97,91,,92,,75,,72,,60,58,,,,,,,,,,,,,,,,,,,,,,
,97,91,,92,,78,,70,,55,53,,,,,,,,,,,,,,,,,,,,,,
,97,94,,80,,78,,77,,71,69,,,,,,,,,,,,,,,,,,,,,,
,97,92,,92,,91,,79,,70,68,68,68,,,,,,,,,,,,,,,,,,,,
,97,92,,92,,83,,70,,64,63,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,93,93,89,89,88,88,88,84,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,94,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,94,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,90,89,89,88,83,83,82,82,77,75,73,,,,,,,,,,,,,,,,,,,,,,
99,90,89,89,88,83,83,82,82,77,75,73,,,,,,,,,,,,,,,,,,,,,,
99,90,89,89,88,83,83,82,82,77,71,,,,,,,,,,,,,,,,,,,,,,,
99,90,89,89,88,83,83,82,82,77,71,,,,,,,,,,,,,,,,,,,,,,,
99,91,90,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,91,90,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,88,84,83,83,83,74,70,69,,,,,,,,,,,,,,,,,,,,,,
99,91,89,88,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,93,93,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,93,93,84,83,81,79,74,61,60,,,,,,,,,,,,,,,,,,,,,,,
99,96,93,93,84,83,81,79,74,61,60,,,,,,,,,,,,,,,,,,,,,,,
95,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,86,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,87,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,97,,94,,83,81,81,78,,,,,,,,,,,,,,,,,,,,,,,
,99,,97,,93,,85,83,80,80,79,79,,,,,,,,,,,,,,,,,,,,,
,99,,97,,88,,77,76,75,75,,,,,,,,,,,,,,,,,,,,,,,
,99,,97,,93,,82,78,77,77,76,76,,,,,,,,,,,,,,,,,,,,,
86,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,96,95,90,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,96,95,90,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,81,76,73,72,70,69,62,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,97,92,88,85,84,81,73,66,,,,,,,,,,,,,,,,,,,,,,,
98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,95,91,87,87,87,86,85,,,,,,,,,,,,,,,,,,,,,,,,
,97,,94,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,,90,81,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,,89,80,80,78,75,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,93,93,90,90,90,89,89,86,,,,,,,,,,,,,,,,,,,,,,,,
,97,92,92,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,90,90,89,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,93,91,90,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,90,87,86,83,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,71,63,63,60,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,88,83,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,88,83,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,91,89,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,91,84,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,90,86,76,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,78,77,70,66,66,64,64,62,,,,,,,,,,,,,,,,,,,,,,,,,
,89,87,87,84,84,81,81,76,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,95,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,89,87,87,85,84,83,82,79,75,72,64,63,62,,,,,,,,,,,,,,,,
,97,,91,86,86,85,84,80,80,80,78,69,,,,,,,,,,,,,,,,,,,,,
,97,,84,77,77,75,75,72,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,90,90,86,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,84,80,80,80,78,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,88,87,82,79,71,71,67,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,92,92,88,84,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,92,92,88,84,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,91,91,85,80,58,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,78,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,,,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,76,,80,80,80,77,77,77,77,77,77,77,77,77,,74,72,71,67,65,64,64,64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80,,80,80,80,77,77,77,77,73,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,,79,,68,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,,79,,68,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,77,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,77,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,,77,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,91,,87,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,91,,87,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,91,,87,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,91,,87,81,81,81,71,,,,,,,,,,,,,,,,,,,,,,,,,
68,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,63,97,94,91,91,90,88,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,97,94,91,91,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,97,94,91,91,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,94,92,91,88,88,86,86,86,81,76,72,71,69,,,,,,,,,,,,,,,,,,,
99,97,94,92,91,88,88,86,86,86,81,76,72,71,69,69,,,,,,,,,,,,,,,,,,
99,97,94,92,91,88,88,86,86,86,81,76,72,71,69,69,,,,,,,,,,,,,,,,,,
97,94,91,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,91,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,92,91,88,69,67,64,63,62,61,,,,,,,,,,,,,,,,,,,,,,,,
91,73,71,70,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,71,69,69,68,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,71,69,69,68,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,95,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,95,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,98,94,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,93,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,93,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,93,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,93,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,93,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,85,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,88,,82,,77,,57,,60,,,,,,,,,,,,,,,,,,,,,,,
,96,89,,81,,79,,69,,66,65,65,,,,,,,,,,,,,,,,,,,,,
99,98,93,91,88,88,87,84,81,79,72,66,65,53,,,,,,,,,,,,,,,,,,,,
99,97,95,92,92,91,89,89,82,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,88,,80,78,76,71,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,86,,77,,72,,62,,58,58,,,,,,,,,,,,,,,,,,,,,,
,95,86,,77,,72,,62,,,,,,,,,,,,,,,,,,,,,,,,,
97,,85,,82,,74,,74,73,73,73,,,,,,,,,,,,,,,,,,,,,,
97,,85,,82,,74,,71,71,70,70,,,,,,,,,,,,,,,,,,,,,,
97,,83,,82,,77,,71,71,70,70,,,,,,,,,,,,,,,,,,,,,,
,74,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,91,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,92,91,88,87,83,81,76,75,72,72,68,,,,,,,,,,,,,,,,,,,,,
100,98,92,91,88,87,83,81,76,75,72,72,68,,,,,,,,,,,,,,,,,,,,,
99,95,93,92,91,87,81,80,75,70,69,67,61,,,,,,,,,,,,,,,,,,,,,
99,95,93,92,91,88,81,80,75,70,69,67,61,,,,,,,,,,,,,,,,,,,,,
99,95,93,92,91,88,81,80,75,70,69,67,61,,,,,,,,,,,,,,,,,,,,,
99,95,93,92,91,88,81,80,75,70,69,67,61,,,,,,,,,,,,,,,,,,,,,
99,96,94,92,91,88,81,81,73,71,66,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,92,91,85,81,81,73,71,66,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,92,91,85,81,81,73,71,66,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,92,91,85,81,81,73,71,66,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,75,,74,,71,,66,,51,,,,,,,,,,,,,,,,,,,,,,,
,97,82,,69,,69,,62,,59,,,,,,,,,,,,,,,,,,,,,,,
,97,82,,69,,69,,62,,59,,,,,,,,,,,,,,,,,,,,,,,
,95,80,,70,,70,,68,,59,,,,,,,,,,,,,,,,,,,,,,,
100,,92,,83,,63,,63,,,,,,,,,,,,,,,,,,,,,,,,,
100,,92,,83,,63,,63,,,,,,,,,,,,,,,,,,,,,,,,,
100,,92,,83,,63,,63,,,,,,,,,,,,,,,,,,,,,,,,,
100,,92,,83,,63,,63,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,87,,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,87,,75,75,74,72,70,66,64,,,,,,,,,,,,,,,,,,,,,,
,94,,78,74,74,72,70,66,64,,,,,,,,,,,,,,,,,,,,,,,,
,94,,78,74,74,71,70,66,64,,,,,,,,,,,,,,,,,,,,,,,,
,97,,80,77,74,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,80,77,77,74,72,72,70,70,70,,,,,,,,,,,,,,,,,,,,,,
,97,97,95,88,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,97,95,87,86,83,83,82,82,81,80,,,,,,,,,,,,,,,,,,,,,,
,97,97,95,87,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,97,95,87,86,77,77,76,76,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,95,87,86,77,77,76,76,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,94,88,81,77,77,76,76,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,94,88,81,77,77,76,76,76,74,74,74,73,68,65,,,,,,,,,,,,,,,,,
,97,95,94,88,81,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,63,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,63,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,89,75,70,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,
97,95,93,93,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,91,,94,94,94,84,81,80,79,78,,,,,,,,,,,,,,,,,,,,,,
97,95,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,92,68,68,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,
97,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,88,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,88,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,94,88,81,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,89,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,89,83,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,68,68,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,68,68,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,83,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,89,75,70,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,94,94,85,85,84,81,78,78,76,69,,,,,,,,,,,,,,,,,,,,,
99,97,95,94,94,85,85,84,81,78,78,76,69,,,,,,,,,,,,,,,,,,,,,
99,97,96,94,94,92,92,89,78,76,74,70,69,,,,,,,,,,,,,,,,,,,,,
99,97,96,94,94,92,92,89,78,76,74,70,69,,,,,,,,,,,,,,,,,,,,,
